ui_number,ffl_number,ffl_type,ffl_proprietor,ffl_proprietor_2,ffl_address,ffl_city,ffl_state,ffl_zip,ffl_county,inspection_assign_date,inspection_complete_date,revocation_effective_date,final_disposition,revocation_warranted,violations,report_url
776055-2015-0237-B1B,1-62-157-01-6F-04698,Dealer,Midsouth Solutions For Business,,2209 Whitten Road,Memphis,TN,38133,Shelby,2015-07-07,2015-07-21,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/776055-2015-0237-B1B.pdf
787065-2017-0176-B1B,9-82-049-01-7J-02991,Dealer,"Survival College, LLC",,141 Scotlyn Ranch Road,Kamiah,ID,83536,Idaho,2016-10-25,2017-02-28,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/787065-2017-0176-B1B.pdf
779080-2016-0483-B1B,5-42-163-01-8H-01931,Dealer,Global Security Services Ia. Ltd,Global Security Services,1003 West 4th St,Davenport,IA,52802,Scott,2016-08-10,2017-03-29,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/779080-2016-0483-B1B.pdf
785090-2016-0094-B1B,9-86-009-01-7C-07140,Dealer,Sar Gunworks LLC,Sar Gunworks,2102 W Safford Bryce Rd,Safford,AZ,85546,Graham,2015-11-27,2016-03-18,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(4), 478.124(c)(5), 478.102(a), 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/785090-2016-0094-B1B.pdf
782065-2016-0246-B1B,5-74-309-01-6A-04015,Dealer,"Featherston, Jason Dewayne",,431 S. Cedar Ridge Circle,Robinson,TX,79706,Mclennan,2016-01-08,2016-03-24,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/782065-2016-0246-B1B.pdf
772060-2016-0102-B1B,3-36-111-01-7D-03070,Dealer,Marengo Guns Inc,,20014 E Grant Hwy,Marengo,IL,60152,Mchenry,2015-10-08,2017-04-21,,Warning letter,N,"478.125(e), 478.102(c), 478.126a, [MISSING], 478.124(c)(5), 478.124(c)(4), 478.21(a), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0102-B1B.pdf
785050-2017-0096-B1B,9-86-025-07-9D-06219,Manufacturer,Lambert Gunworks LLC,,769 Cherokee Road,Prescott,AZ,86303,Yavapai,2016-12-29,2017-04-19,,Warning letter,N,"478.123(a), 478.123(b), 478.123(d), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/785050-2017-0096-B1B.pdf
782075-2017-0086-B1B,5-76-201-01-7L-03188,Dealer,"Full Armor Firearms, LLC",,11911 Katy Freeway,Houston,TX,77079,Harris,2016-10-12,2017-06-14,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iii), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.99(a), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/782075-2017-0086-B1B.pdf
782050-2017-0200-B1B,5-76-201-01-8F-04833,Dealer,5 Point Firearms & Indoor Gun Range LLC,High Noon,5911 FM 2100,Crosby,TX,77532,Harris,2017-03-20,2017-05-11,,Warning letter,N,"478.21(a), 478.54, 478.124(b), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782050-2017-0200-B1B.pdf
762030-2017-0101-B1B,6-02-017-07-9F-01941,Manufacturer,Corbett Automotive LLC,RC Tactical,77 Ten Road Road,Farmington,NH,03835,Strafford,2016-10-03,2017-03-24,,Warning letter,N,"478.123(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/762030-2017-0101-B1B.pdf
775045-2017-0035-B1B,4-61-227-01-7C-05909,Dealer,Steven R. Cherry,Progressive Auction Group,2435 Fitzgerald Industrial Drive,Bowling Green,KY,42101,Warren,2016-10-03,2016-11-23,,Warning letter,N,"478.124(c)(1), 478.102(c)",https://atf-inspection-reports.s3.amazonaws.com/775045-2017-0035-B1B.pdf
760530-2016-0303-B1B,1-58-245-02-8K-11471,Pawnbroker,"Hitchcock Jewelry & Pawn, LLC",,3240 Peach Orchard Rd,Augusta,GA,30906,Richmond,2016-09-08,2017-04-07,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0303-B1B.pdf
785050-2017-0091-B1B,9-86-013-01-8A-07918,Dealer,High Limit Firearms LLC,High Limit Firearms,4640 East Mcdowell Road,Phoenix,AZ,85008,Maricopa,2016-12-21,2017-03-01,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.126a, 18 USC 923(g)(5)(A), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/785050-2017-0091-B1B.pdf
762055-2016-0035-B1B,6-06-005-07-7J-33623,Manufacturer,"Curtiss, Gary M.",,46 College Farms Road,Warren,CT,06777,Litchfield,2015-11-02,2017-04-03,,Warning letter,N,"18 USC 922(m), 478.123(a), 18 USC 922(k), 478.34",https://atf-inspection-reports.s3.amazonaws.com/762055-2016-0035-B1B.pdf
763050-2017-0084-B1B,1-56-081-07-8M-08012,Manufacturer,"Carolina Bullets, LLC",CBL,"423 East Sheraton Park, Road",Pleasant Garden,NC,27313,Guilford,2016-10-28,2016-12-24,,Warning letter,N,"478.102(a), 478.124(c)(1), 478.21(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763050-2017-0084-B1B.pdf
773015-2016-0168-B1B,4-31-045-02-7L-01490,Pawnbroker,Central Ohio Scrap Metal Co.,Lev's Pawn Shop,125 West Main Street,Lancaster,OH,43130,Fairfield,2015-10-29,2016-03-11,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0168-B1B.pdf
778025-2017-0328-B1B,3-39-115-01-0E-07145,Dealer,RKG Sports LLC,,811 E. Green Bay Street,Shawano,WI,54166,Shawano,2017-05-17,2017-09-29,,Warning letter,N,"478.125(e), 478.102(a), 478.126a, 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/778025-2017-0328-B1B.pdf
762030-2016-0138-B1B,6-01-017-07-6H-00116,Manufacturer,John N. Conti,,241 Chadbourne Road,Waterford,ME,04088,Oxford,2015-12-17,2016-02-10,,Warning letter,N,"478.102(a), 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/762030-2016-0138-B1B.pdf
782110-2016-0177-B1B,5-74-409-02-6C-37936,Pawnbroker,Asc Loan Inc,Aransas Pass Pawn & Jewelry,1045 W Wheeler,Aransas Pass,TX,78336,San Patricio,2016-01-08,2016-03-21,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.125(e), 478.39a",https://atf-inspection-reports.s3.amazonaws.com/782110-2016-0177-B1B.pdf
788040-2017-0053-B1B,9-87-035-07-8K-01923,Manufacturer,Kodiak Industries Inc,Kodiak Firearms / Kodiak,"1990 S Milestone Dr, Ste A",Salt Lake City,UT,84104,Salt Lake,2016-10-25,2017-07-07,,Warning letter,N,"478.123(b), 478.123(a)",https://atf-inspection-reports.s3.amazonaws.com/788040-2017-0053-B1B.pdf
779080-2013-0047-B1B,5-47-043-02-7C-34037,Pawnbroker,"Ohm, Eugene H & Ohm, Betty R.",Genes Pawn Shop,206 1/2 E 11th St,South Sioux City,NE,68776,Dakota,2012-10-09,2017-06-20,,Warning conference,Y,"26 USC 5861(d), 18 USC 922(z), 478.102(a), 478.99(b)(2), 478.124(a), 478.125(e), 478.126a, 478.124(c)(3)(i), 478.124(c)(1), 478.124(c)(3)(iv), 478.21(a), 478.124(c)(4), 478.124(c)(5), 478.124(b)",https://atf-inspection-reports.s3.amazonaws.com/779080-2013-0047-B1B.pdf
785090-2017-0118-B1B,9-86-023-01-8D-12833,Dealer,"Gorman, Robert Eugene",PR Enterprises,96 Keating Cir,Tubac,AZ,85646,Santa Cruz,2016-12-08,2017-06-22,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/785090-2017-0118-B1B.pdf
782075-2016-0048-B1B,5-76-167-02-8F-00739,Pawnbroker,Jjfbi Limited Partnership,,2728 Palmer Hwy,Texas City,TX,77590,Galveston,2015-10-05,2016-04-14,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.99(c), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/782075-2016-0048-B1B.pdf
760560-2016-0144-B1B,1-58-057-01-9A-08823,Dealer,"Big Woods Goods, LLC",Big Woods Goods,350 Ronnell Road,Canton,GA,30115,Cherokee,2016-01-21,2016-12-28,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760560-2016-0144-B1B.pdf
785055-2016-0018-B1B,5-85-013-01-7J-01590,Dealer,Jan Enterprises Inc,Miller Guns And Ammo,518-C N Telshor,Las Cruces,NM,88011,Doña Ana,2015-10-01,2016-01-14,,Warning letter,N,"18 USC 923(g)(5)(A), 478.21(a), 478.99(a), 478.99(c), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/785055-2016-0018-B1B.pdf
784060-2017-0155-B1B,9-33-071-01-5D-00060,Dealer,"Magnum Range, Inc.",,766 S. Lugo Ave,San Bernardino,CA,92408,San Bernardino,2017-03-24,2017-07-25,,Warning letter,N,"478.124(c)(1), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/784060-2017-0155-B1B.pdf
781110-2016-0231-B1B,5-75-135-02-9F-98693,Pawnbroker,The Chaney Corporation,Permian Pawn Shop #2,2816 Andrews Hwy,Odessa,TX,79762,Ector,2016-07-19,2016-08-22,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/781110-2016-0231-B1B.pdf
765075-2016-0046-B1B,6-16-065-07-9A-01384,Manufacturer,Ron Sutphin & Associates LLC,,200 Railroad St.,Rome,NY,13440,Oneida,2015-11-25,2016-03-23,,Warning letter,N,"478.21(a), 478.102(a)(2)",https://atf-inspection-reports.s3.amazonaws.com/765075-2016-0046-B1B.pdf
773015-2016-0447-B1B,4-31-079-02-8G-09740,Pawnbroker,"Foster, Terry Lee",Terry's Pawn And Variety Shop,290 Main Street,Jackson,OH,45640,Jackson,2016-04-26,2016-09-15,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0447-B1B.pdf
782110-2016-0389-B1B,5-74-061-01-6L-38814,Dealer,Jesus Roberto Vento Gun Connection,,1214 E. Tyler,Harlingen,TX,78550,Cameron,2016-07-11,2016-09-30,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(4), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/782110-2016-0389-B1B.pdf
764075-2016-0152-B1B,1-59-111-07-8D-32130,Manufacturer,Operation Support Services LLC Oss,,5810 NW Carr Court,Port Saint Lucie,FL,34986,St. Lucie,2016-03-14,2016-07-25,,Warning letter,N,"478.123(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/764075-2016-0152-B1B.pdf
784025-2017-0209-B1B,9-95-037-01-8L-01310,Dealer,Aegis Trading Enterprises LLC,Aegis Trading Enterprises,1004 W. Magnolia Blvd.,Burbank,CA,91506,Los Angeles,2016-11-25,2017-02-13,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/784025-2017-0209-B1B.pdf
775025-2017-0024-B1B,4-61-067-02-8H-04872,Pawnbroker,Classic Arms And Archery Company,Classic Arms And Archery,180 Moore Drive,Lexington,KY,40503,Fayette,2016-10-03,2018-01-02,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/775025-2017-0024-B1B.pdf
779075-2016-0125-B1B,5-43-011-01-7F-22135,Dealer,Castle Kerry Scott,Castle S Shoe Shop,112 West 10th St,Lamar,MO,64759,Barton,2015-10-02,2016-08-11,,Warning letter,N,"478.125(e), 478.21(a), 478.99(c), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/779075-2016-0125-B1B.pdf
785055-2017-0056-B1B,5-85-055-07-9C-01901,Manufacturer,"Sisneros, Frederick",Sport's Man's Den,1337 Paseo Pueblo Sur,Taos,NM,87571,Taos,2016-10-24,2017-01-18,,Warning letter,N,"478.123(a), 478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/785055-2017-0056-B1B.pdf
768090-2016-0159-B1B,1-54-185-01-7M-11731,Dealer,Harold Lee Miller,Miller's Gun Repair & Service,155 Bailey Switch Rd,Bluefield,VA,24605,Tazewell,2016-09-13,2016-11-14,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/768090-2016-0159-B1B.pdf
782110-2016-0139-B1B,5-74-355-01-7L-07402,Dealer,"Grohman, Dustin",,4914 Gemini,Coprus Christi,TX,78405,Nueces,2015-11-05,2015-12-23,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/782110-2016-0139-B1B.pdf
776070-2016-0048-B1B,1-62-031-07-7J-05591,Manufacturer,"Huskey, John",Huskey's,217 W Grundy St,Tullahoma,TN,37388,Coffee,2015-10-06,2015-12-11,,Warning letter,N,478.99(a),https://atf-inspection-reports.s3.amazonaws.com/776070-2016-0048-B1B.pdf
763050-2016-0050-B1B,1-56-013-01-6K-39998,Dealer,Louis Clyde Pittman. Jr.,,2091 Long Ridge Road,Pinetown,NC,27865,Beaufort,2015-10-20,2015-12-29,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/763050-2016-0050-B1B.pdf
774050-2015-0237-B1B,4-38-023-02-8M-06785,Pawnbroker,Coldwater Gun & Pawn Inc.,,70 East Chicago Street,Coldwater,MI,49036,Branch,2015-07-24,2016-08-02,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.125(e), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/774050-2015-0237-B1B.pdf
772060-2015-0697-B1B,3-36-201-01-8A-11942,Dealer,Randal Lee Olson,,6423 Thedorff Rd.,Pecatonica,IL,61063,Winnebago,2015-07-31,2015-09-17,,Warning letter,N,"478.125(e), 478.102(a)(3), 478.126a, 478.124(c)(1), 478.21(a), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/772060-2015-0697-B1B.pdf
773015-2016-0013-B1B,4-31-017-01-5F-03768,Dealer,Lighthouse Gunsmiths LLC,Garys Guns And Tackle,1137 Magie Avenue,Fairfield,OH,45014,Butler,2015-10-01,2015-11-08,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iii), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.99(c)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0013-B1B.pdf
781110-2016-0255-B1B,5-75-135-01-7H-06543,Dealer,T-N-T Armory Enterprises LLC,Last Chance Pro Shop,612 West 62nd,Odessa,TX,79764,Ector,2016-07-25,2016-08-23,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781110-2016-0255-B1B.pdf
776070-2017-0079-B1B,1-62-179-01-9J-03166,Dealer,Dick's Sporting Goods Inc,"Dick's Sporting Goods, Inc #331",2011 North Roan St,Johnson City,TN,37601,Washington,2016-10-06,2017-02-14,,Warning letter,N,"478.124(c)(4), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/776070-2017-0079-B1B.pdf
760555-2016-0054-B1B,1-58-033-01-8F-11400,Dealer,Jerry And Derlie Enterprise LLC,J And D Trading Post,937 Duck Head Rd,Hephzibah,GA,30815,Burke,2015-11-04,2016-02-10,,Warning letter,N,"478.124(c)(1), 478.21(a), 478.99(a)",https://atf-inspection-reports.s3.amazonaws.com/760555-2016-0054-B1B.pdf
778025-2016-0149-B1B,3-39-127-01-9A-17246,Dealer,"Labonne, Daniel Robert",Guns Of Delavan,1647 Mound Road,Delavan,WI,53115,Walworth,2015-10-01,2016-07-27,,Revocation/denial of renewal,Y,"478.21(a), 478.39a, 478.50, 478.99(a), 478.99(b)(2), 478.102(a), 478.103(d), 478.121(a), 478.124(a), 478.125(e), 478.125a, 478.126a",https://atf-inspection-reports.s3.amazonaws.com/778025-2016-0149-B1B.pdf
763025-2017-0190-B1B,1-56-047-01-8F-04507,Dealer,Andy Dwyer,,205 West Oak St,Lake Waccamaw,NC,28450,Columbus,2017-02-06,2017-07-18,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.131(a)(2), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0190-B1B.pdf
772085-2016-0154-B1B,4-35-001-01-6L-05529,Dealer,Decatur Rural King Supply Inc.,Rural King,629 N 13th St.,Decatur,IN,46733,Adams,2016-03-21,2016-08-10,,Warning conference,Y,"478.128(c), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/772085-2016-0154-B1B.pdf
772060-2016-0291-B1B,3-37-179-01-7H-03001,Dealer,John Worley,,316 Roosevelt Circle,East Peoria,IL,61611,Tazewell,2016-02-08,2016-03-21,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0291-B1B.pdf
760555-2016-0018-B1B,1-58-275-02-7M-02846,Pawnbroker,American Pawn Shop Inc,,1302 East Jackson Street,Thomasville,GA,31792,Thomas,2015-10-02,2016-08-29,,Warning letter,N,"478.99(b)(1), 478.99(c)(9), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760555-2016-0018-B1B.pdf
772060-2016-0296-B1B,3-36-097-01-7E-03111,Dealer,Magnum Sales Corp,,4338 Eagle CT,Gurnee,IL,60031,Lake,2016-02-10,2016-11-28,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0296-B1B.pdf
774050-2017-0036-B1B,4-38-047-07-9G-05437,Manufacturer,Donald Joseph Kline,,2105 N US 31,Petoskey,MI,49770,Emmet,2016-10-03,2016-11-09,,Warning letter,N,"478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/774050-2017-0036-B1B.pdf
779025-2017-0256-B1B,5-48-141-01-0J-00438,Dealer,"Meyer, Bill B.",181 Gun Shop,607 Morgan Ave,Downs,KS,67437,Osborne,2016-10-03,2018-04-05,,Warning letter,N,"478.126a, 478.102(a), 478.124(c)(5), 478.21(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/779025-2017-0256-B1B.pdf
787040-2017-0192-B1B,9-93-017-01-7K-37144,Dealer,"Hamberger, Delano J",H&H Firearms And Tack,"926 NE Greenwood Ave, Suite A",Bend,OR,97701,Deschutes,2016-11-07,2017-09-08,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/787040-2017-0192-B1B.pdf
781110-2017-0072-B1B,5-74-371-01-9K-04435,Dealer,Pecos County Feed & Supply Inc.,,500 W. Hornbeck,Fort Stockton,TX,79735,Pecos,2016-11-10,2017-01-31,,Warning letter,N,"478.21(a), 478.102(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781110-2017-0072-B1B.pdf
777040-2016-0267-B1B,1-64-039-01-8L-36138,Dealer,Rocky L Mcgarity Inc,Edwards Discount Drugs,103 West Frontage Road Suite A,Lucedale,MS,39452,George,2016-03-08,2016-04-18,,Warning letter,N,"478.125(e), 478.126a, 478.124(c)(1), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/777040-2016-0267-B1B.pdf
781080-2017-0103-B1B,5-75-251-01-6M-09391,Dealer,"Metroplex Armory, LLC",,9125 CR 523,Burleson,TX,76028,Johnson,2016-11-01,,,Warning letter,N,"478.125(e), 478.124(c)(3)(i), 478.21(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/781080-2017-0103-B1B.pdf
782110-2017-0320-B1B,5-74-215-02-0B-06816,Pawnbroker,Pawn TX Inc,First Cash Pawn,2422 E University Dr,Edinburg,TX,78541,Hidalgo,2017-04-19,2017-05-31,,Warning letter,N,"478.125(e), 478.124(c)(1), 478.21(a), 478.124(c)(5), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/782110-2017-0320-B1B.pdf
775025-2016-0092-B1B,4-61-079-02-7D-04044,Pawnbroker,"Golden Nugget Pawn, LLC",,325 Stanford Street,Lancaster,KY,40444,Garrard,2015-10-09,2016-01-26,,Warning letter,N,"478.129(b), 478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(c)",https://atf-inspection-reports.s3.amazonaws.com/775025-2016-0092-B1B.pdf
785110-2017-0033-B1B,9-86-013-02-4J-00578,Pawnbroker,"Sands, Rodney Craig",Mo Money Pawn,1152 East Indian School Road,Phoenix,AZ,85014,Maricopa,2016-10-03,2017-06-20,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/785110-2017-0033-B1B.pdf
779080-2016-0333-B1B,5-47-055-02-8M-01633,Pawnbroker,H & S Pawn LLC,Good Guys Gun & Pawn,3724 S 132nd St,Omaha,NE,68144,Douglas,2016-03-16,2016-09-26,,Warning letter,N,"478.99(b), 478.99(c), 478.125(e), 478.124(c)(1), 478.21(a), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/779080-2016-0333-B1B.pdf
776070-2016-0062-B1B,1-62-115-02-7E-38850,Pawnbroker,"Ridge, Jerry Ridge, Brenda",Valley Pawn Brokers,13401 Hwy 28,Whitwell,TN,37357,Marion,2015-10-20,2016-03-07,2017-02-09,Revocation/denial of renewal,Y,"478.99(c), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/776070-2016-0062-B1B.pdf
766085-2017-0056-B1B,8-25-055-01-2J-00130,Dealer,"Hunter's Den, Inc.",,11779 Buchanan Trail East,Waynesboro,PA,17268,Franklin,2016-10-03,2017-03-16,,Warning letter,Y,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/766085-2017-0056-B1B.pdf
781110-2015-0218-B1B,5-74-371-01-6K-04435,Dealer,Pecos County Feed & Supply Inc,,500 W Hornbeck,Fort Stockton,TX,79735,Pecos,2015-07-27,2015-09-15,,Warning letter,N,"478.126a, 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.21(a), 478.124(c)(1), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781110-2015-0218-B1B.pdf
763025-2017-0353-B1B,1-56-125-01-0E-09548,Dealer,Southern Variety Guns & Ammo,,121 South Middleton St,Robbins,NC,27325,Moore,2017-05-24,2017-07-03,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0353-B1B.pdf
773075-2016-0214-B1B,4-35-137-01-8A-06143,Dealer,Bang Shop LLC,,4675 E Sr 46,Morris,IN,47033,Ripley,2016-03-17,2016-06-23,,Warning conference,Y,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.102(a), 478.124(a), 478.126a, 478.124(b), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/773075-2016-0214-B1B.pdf
781025-2016-0106-B1B,5-75-257-01-8E-07292,Dealer,"Rea, Anthony Michael",Amr Tactical,12263 Mustang Circle,Forney,TX,75126,Kaufman,2015-10-27,2015-12-18,,Warning letter,N,478.21(a),https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0106-B1B.pdf
763050-2016-0141-B1B,1-56-197-01-8B-39289,Dealer,"Decora Live Accents, Ltd",A Sportsman's Lodge,1824 Dinkins-bottom Rd.,Yadkinville,NC,27055,Yadkin,2015-12-14,2016-03-02,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.102(a), 478.124(a), 478.129(b), 478.39a",https://atf-inspection-reports.s3.amazonaws.com/763050-2016-0141-B1B.pdf
781110-2015-0215-B1B,5-75-329-01-7E-09829,Dealer,"Esquivel, Alex Ray",Leatherneck Ordinance,1314 E CR 127,Midland,TX,79706,Midland,2015-07-24,2015-09-24,,Warning letter,N,"18 USC 923(g)(5)(A), 28 CFR 25.6(a)",https://atf-inspection-reports.s3.amazonaws.com/781110-2015-0215-B1B.pdf
773015-2016-0649-B1B,4-31-049-01-9L-04469,Dealer,Brinks Incorporated,,1362 Essex Ave.,Columbus,OH,43211,Franklin,2016-09-12,2017-03-07,,Warning letter,N,"478.125(e), 478.39a",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0649-B1B.pdf
775045-2017-0129-B1B,4-61-217-02-6E-05328,Pawnbroker,Campbellsville Pawn LLC,,409 South Central Ave,Campbellsville,KY,42718,Taylor,2016-11-25,2017-02-02,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/775045-2017-0129-B1B.pdf
